n,combo,best_params,accuracy
3,"('Q1', 'Q3', 'Q4')","{'max_depth': 6, 'min_samples_leaf': 7, 'min_samples_split': 17}",0.4685714285714286
4,"('Gender', 'Total', 'MCQ', 'Q3')","{'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 16}",0.4685714285714286
4,"('Gender', 'Q2', 'Q3', 'Q5')","{'max_depth': 4, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.4685714285714286
4,"('Total', 'Q1', 'Q2', 'Q3')","{'max_depth': 7, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.4685714285714286
4,"('MCQ', 'Q1', 'Q2', 'Q4')","{'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.4685714285714286
4,"('Q1', 'Q2', 'Q3', 'Q5')","{'max_depth': 4, 'min_samples_leaf': 18, 'min_samples_split': 2}",0.4685714285714286
4,"('Q1', 'Q2', 'Q4', 'Q5')","{'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 17}",0.4685714285714286
5,"('Gender', 'MCQ', 'Q1', 'Q3', 'Q5')","{'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 9}",0.4685714285714286
3,"('Gender', 'Total', 'Q4')","{'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2}",0.46285714285714286
3,"('Q1', 'Q2', 'Q4')","{'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.46285714285714286
3,"('Q3', 'Q4', 'Q5')","{'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 17}",0.46285714285714286
4,"('Gender', 'Total', 'MCQ', 'Q4')","{'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 2}",0.46285714285714286
4,"('Gender', 'Q1', 'Q3', 'Q5')","{'max_depth': 2, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.46285714285714286
5,"('Gender', 'Total', 'MCQ', 'Q1', 'Q2')","{'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.46285714285714286
5,"('Gender', 'Total', 'Q1', 'Q2', 'Q3')","{'max_depth': 8, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.46285714285714286
6,"('Gender', 'Total', 'MCQ', 'Q1', 'Q2', 'Q3')","{'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 13}",0.46285714285714286
7,"('Gender', 'Total', 'MCQ', 'Q1', 'Q2', 'Q3', 'Q5')","{'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 17}",0.46285714285714286
3,"('Q2', 'Q3', 'Q5')","{'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.45714285714285713
5,"('Gender', 'Total', 'MCQ', 'Q2', 'Q3')","{'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 15}",0.45714285714285713
4,"('Gender', 'MCQ', 'Q3', 'Q5')","{'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 2}",0.4514285714285714
5,"('Gender', 'Q2', 'Q3', 'Q4', 'Q5')","{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 13}",0.4514285714285714
3,"('Gender', 'Q1', 'Q5')","{'max_depth': 2, 'min_samples_leaf': 17, 'min_samples_split': 2}",0.44571428571428573
3,"('Gender', 'Q3', 'Q5')","{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.44571428571428573
5,"('Gender', 'Q1', 'Q3', 'Q4', 'Q5')","{'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 17}",0.44571428571428573
3,"('MCQ', 'Q1', 'Q4')","{'max_depth': 2, 'min_samples_leaf': 23, 'min_samples_split': 2}",0.44
4,"('MCQ', 'Q1', 'Q4', 'Q5')","{'max_depth': 2, 'min_samples_leaf': 23, 'min_samples_split': 4}",0.44
4,"('Q1', 'Q3', 'Q4', 'Q5')","{'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 17}",0.44
4,"('Q2', 'Q3', 'Q4', 'Q5')","{'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 17}",0.44
5,"('Gender', 'Total', 'MCQ', 'Q1', 'Q5')","{'max_depth': 5, 'min_samples_leaf': 6, 'min_samples_split': 13}",0.44
5,"('MCQ', 'Q1', 'Q2', 'Q4', 'Q5')","{'max_depth': 2, 'min_samples_leaf': 23, 'min_samples_split': 4}",0.44
5,"('Q1', 'Q2', 'Q3', 'Q4', 'Q5')","{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.4342857142857143
6,"('Gender', 'Q1', 'Q2', 'Q3', 'Q4', 'Q5')","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 12}",0.42857142857142855
4,"('Total', 'MCQ', 'Q1', 'Q5')","{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 13}",0.4114285714285714
